loan_id,customer_id,loan_type,loan_amount,interest_rate,emi_amount,loan_status
28827,48796,Home Loan,2490617,9.65,41510.28,CLOSED
28828,24733,Home Loan,57116,7.23,951.93,CLOSED
28829,2604,Home Loan,3439711,13.26,57328.52,CLOSED
28830,1631,Home Loan,4959564,7.79,82659.4,ACTIVE
28831,21374,Car Loan,3137892,9.69,52298.2,DEFAULT
28832,42686,Car Loan,2629864,9.86,43831.07,DEFAULT
28833,21576,Home Loan,3076937,8.4,51282.28,DEFAULT
28834,38170,Car Loan,2719600,10.65,45326.67,DEFAULT
28835,7229,Personal Loan,3908739,9.35,65145.65,CLOSED
28836,34383,Car Loan,2001004,9.63,33350.07,CLOSED
28837,18934,Personal Loan,2689797,8.08,44829.95,DEFAULT
28838,16788,Car Loan,3420302,12.88,57005.03,DEFAULT
28839,48489,Car Loan,4300145,8.01,71669.08,CLOSED
28840,3924,Car Loan,560398,13.05,9339.97,CLOSED
28841,15268,Car Loan,4564915,11.75,76081.92,CLOSED
28842,17182,Personal Loan,4696886,11.29,78281.43,CLOSED
28843,2612,Personal Loan,1795696,9.46,29928.27,CLOSED
28844,28423,Personal Loan,3360055,12.35,56000.92,ACTIVE
28845,12578,Personal Loan,3073623,12.85,51227.05,DEFAULT
28846,30579,Personal Loan,1638014,10.12,27300.23,CLOSED
28847,42794,Personal Loan,1875001,13.73,31250.02,CLOSED
28848,41809,Home Loan,3380193,12.26,56336.55,DEFAULT
28849,10258,Car Loan,330642,13.71,5510.7,ACTIVE
28850,14561,Personal Loan,4513081,14.12,75218.02,DEFAULT
28851,16072,Car Loan,211512,12.37,3525.2,ACTIVE
28852,11231,Car Loan,4020429,9.42,67007.15,CLOSED
28853,19410,Personal Loan,1595214,11.83,26586.9,ACTIVE
28854,27057,Home Loan,4130718,8.29,68845.3,DEFAULT
28855,45887,Car Loan,297538,12.17,4958.97,DEFAULT
28856,38963,Car Loan,676141,12.04,11269.02,CLOSED
28857,31168,Car Loan,4082290,10.75,68038.17,ACTIVE
28858,17274,Home Loan,2999655,10.21,49994.25,ACTIVE
28859,7201,Personal Loan,2149797,11.69,35829.95,ACTIVE
28860,9894,Home Loan,1620857,12.86,27014.28,CLOSED
28861,23890,Home Loan,4570642,13.51,76177.37,DEFAULT
28862,1111,Personal Loan,2586616,8.48,43110.27,ACTIVE
28863,48048,Personal Loan,4920192,9.26,82003.2,ACTIVE
28864,26877,Car Loan,2456061,14.35,40934.35,CLOSED
28865,9146,Car Loan,4808178,7.62,80136.3,CLOSED
28866,46445,Home Loan,4915459,10.65,81924.32,DEFAULT
28867,33242,Home Loan,344868,9.16,5747.8,CLOSED
28868,3022,Personal Loan,2643812,14.04,44063.53,ACTIVE
28869,6278,Car Loan,1559866,12.77,25997.77,DEFAULT
28870,26948,Home Loan,2979906,11.89,49665.1,ACTIVE
28871,15154,Car Loan,2508708,12.28,41811.8,DEFAULT
28872,29174,Personal Loan,2068799,9.42,34479.98,CLOSED
28873,5793,Car Loan,719600,9.65,11993.33,DEFAULT
28874,31488,Home Loan,694483,9.06,11574.72,ACTIVE
28875,37366,Home Loan,4942929,10.55,82382.15,DEFAULT
28876,13804,Car Loan,1164299,13.84,19404.98,CLOSED
28877,6630,Home Loan,303196,9.39,5053.27,DEFAULT
28878,32783,Home Loan,2846527,13.76,47442.12,CLOSED
28879,8748,Home Loan,1471018,14.03,24516.97,ACTIVE
28880,10939,Personal Loan,462484,8.38,7708.07,ACTIVE
28881,16999,Personal Loan,1945255,7.34,32420.92,ACTIVE
28882,42418,Personal Loan,4748605,7.12,79143.42,ACTIVE
28883,5236,Home Loan,4921810,10.32,82030.17,DEFAULT
28884,8258,Home Loan,4603313,7.87,76721.88,ACTIVE
28885,43239,Car Loan,4469896,7.37,74498.27,CLOSED
28886,34116,Home Loan,4891070,8.47,81517.83,DEFAULT
28887,1853,Car Loan,56746,10.27,945.77,ACTIVE
28888,44003,Car Loan,2855948,9.41,47599.13,ACTIVE
28889,27464,Car Loan,4115941,13.12,68599.02,CLOSED
28890,42062,Personal Loan,778081,14.31,12968.02,CLOSED
28891,6421,Home Loan,4293899,11.31,71564.98,CLOSED
28892,28166,Car Loan,521495,13.84,8691.58,CLOSED
28893,8717,Car Loan,238235,13.18,3970.58,DEFAULT
28894,47004,Personal Loan,3209023,13.68,53483.72,ACTIVE
28895,27298,Car Loan,826512,11.92,13775.2,CLOSED
28896,42304,Car Loan,3198770,9.94,53312.83,CLOSED
28897,45566,Car Loan,3249802,8.32,54163.37,DEFAULT
28898,6034,Personal Loan,586621,14.39,9777.02,DEFAULT
28899,11630,Car Loan,1856281,7.2,30938.02,DEFAULT
28900,41465,Home Loan,1352335,9.32,22538.92,ACTIVE
28901,34238,Home Loan,417118,10.33,6951.97,CLOSED
28902,38261,Car Loan,1407434,10.22,23457.23,ACTIVE
28903,40467,Car Loan,3211162,7.75,53519.37,ACTIVE
28904,46285,Car Loan,3471128,11.96,57852.13,DEFAULT
28905,7334,Car Loan,4803383,9.62,80056.38,ACTIVE
28906,29741,Car Loan,2972371,11.49,49539.52,ACTIVE
28907,6354,Personal Loan,3247872,9.96,54131.2,ACTIVE
28908,4275,Car Loan,1516620,9.37,25277.0,CLOSED
28909,18004,Home Loan,2808098,10.65,46801.63,CLOSED
28910,17940,Home Loan,4465572,13.27,74426.2,DEFAULT
28911,32240,Home Loan,3816492,13.51,63608.2,CLOSED
28912,23201,Car Loan,1996142,7.62,33269.03,ACTIVE
28913,39744,Car Loan,1071276,9.32,17854.6,CLOSED
28914,7102,Home Loan,185766,10.15,3096.1,DEFAULT
28915,15595,Personal Loan,406052,13.01,6767.53,ACTIVE
28916,7312,Home Loan,4704234,9.85,78403.9,CLOSED
28917,39416,Home Loan,1980208,13.27,33003.47,ACTIVE
28918,44686,Home Loan,4032269,14.45,67204.48,CLOSED
28919,32560,Car Loan,1416505,13.94,23608.42,CLOSED
28920,22660,Car Loan,4472214,11.12,74536.9,DEFAULT
28921,29218,Home Loan,4725993,13.69,78766.55,ACTIVE
28922,4646,Car Loan,204628,7.51,3410.47,ACTIVE
28923,24209,Car Loan,941303,11.91,15688.38,ACTIVE
28924,38996,Personal Loan,1120545,8.26,18675.75,CLOSED
28925,19109,Personal Loan,2311797,12.34,38529.95,ACTIVE
28926,17088,Home Loan,3184942,13.35,53082.37,CLOSED
28927,29604,Personal Loan,158293,12.53,2638.22,DEFAULT
28928,13500,Personal Loan,1735616,12.5,28926.93,ACTIVE
28929,4378,Car Loan,4066340,12.75,67772.33,DEFAULT
28930,16927,Car Loan,4003015,9.61,66716.92,CLOSED
28931,15473,Personal Loan,117874,10.8,1964.57,ACTIVE
28932,36261,Car Loan,670772,12.31,11179.53,DEFAULT
28933,38438,Home Loan,3088884,11.96,51481.4,DEFAULT
28934,24866,Home Loan,4308443,14.04,71807.38,ACTIVE
28935,44621,Personal Loan,4103000,12.31,68383.33,ACTIVE
28936,5559,Home Loan,2536695,7.52,42278.25,ACTIVE
28937,33035,Car Loan,3842349,9.41,64039.15,ACTIVE
28938,25832,Home Loan,4542604,8.22,75710.07,DEFAULT
28939,15625,Personal Loan,1022027,13.77,17033.78,ACTIVE
28940,27049,Personal Loan,2476413,10.38,41273.55,DEFAULT
28941,39924,Personal Loan,3910517,13.7,65175.28,CLOSED
28942,10316,Car Loan,987965,9.2,16466.08,CLOSED
28943,38316,Home Loan,2077421,10.91,34623.68,CLOSED
28944,41178,Home Loan,1275791,12.8,21263.18,DEFAULT
28945,31401,Personal Loan,4718349,11.86,78639.15,DEFAULT
28946,22114,Car Loan,4424770,12.91,73746.17,CLOSED
28947,24677,Home Loan,3368017,14.71,56133.62,ACTIVE
28948,11458,Personal Loan,3191534,7.66,53192.23,ACTIVE
28949,32272,Personal Loan,648655,13.42,10810.92,DEFAULT
28950,31480,Personal Loan,2913816,10.81,48563.6,CLOSED
28951,61,Personal Loan,1646951,8.29,27449.18,DEFAULT
28952,2062,Home Loan,1001949,12.15,16699.15,ACTIVE
28953,49161,Personal Loan,3950739,12.44,65845.65,DEFAULT
28954,20259,Personal Loan,3534584,11.34,58909.73,ACTIVE
28955,44299,Home Loan,1789503,12.05,29825.05,ACTIVE
28956,9181,Personal Loan,1118083,12.3,18634.72,ACTIVE
28957,14764,Personal Loan,3980317,10.38,66338.62,ACTIVE
28958,30152,Personal Loan,1039688,11.81,17328.13,DEFAULT
28959,40071,Personal Loan,862641,10.82,14377.35,DEFAULT
28960,16550,Car Loan,1585777,8.74,26429.62,CLOSED
28961,42247,Home Loan,1392131,12.79,23202.18,DEFAULT
28962,44753,Car Loan,4307748,9.9,71795.8,ACTIVE
28963,47567,Car Loan,4533393,7.78,75556.55,ACTIVE
28964,35734,Personal Loan,940610,10.57,15676.83,CLOSED
28965,18511,Car Loan,1544425,10.74,25740.42,ACTIVE
28966,29207,Home Loan,1756468,13.57,29274.47,ACTIVE
28967,9434,Home Loan,3231103,11.83,53851.72,DEFAULT
28968,30882,Home Loan,818615,10.99,13643.58,CLOSED
28969,35951,Home Loan,2670619,7.9,44510.32,DEFAULT
28970,4641,Home Loan,718533,14.79,11975.55,DEFAULT
28971,38523,Car Loan,2762244,11.61,46037.4,ACTIVE
28972,40467,Home Loan,2919333,13.81,48655.55,CLOSED
28973,20806,Personal Loan,705216,11.29,11753.6,ACTIVE
28974,41045,Personal Loan,3937441,8.08,65624.02,ACTIVE
28975,3823,Home Loan,4589505,14.38,76491.75,CLOSED
28976,33509,Car Loan,1286197,7.6,21436.62,DEFAULT
28977,16925,Car Loan,2637375,12.33,43956.25,DEFAULT
28978,15780,Home Loan,4041222,12.97,67353.7,ACTIVE
28979,48663,Home Loan,3647097,9.3,60784.95,DEFAULT
28980,1066,Car Loan,2061220,12.93,34353.67,ACTIVE
28981,5411,Car Loan,1737433,9.9,28957.22,ACTIVE
28982,19861,Home Loan,2718791,9.06,45313.18,CLOSED
28983,306,Home Loan,3736795,11.1,62279.92,DEFAULT
28984,13320,Home Loan,3501166,8.95,58352.77,ACTIVE
28985,27831,Personal Loan,4681245,11.57,78020.75,ACTIVE
28986,37281,Home Loan,4425699,14.84,73761.65,ACTIVE
28987,19566,Home Loan,3286248,8.39,54770.8,CLOSED
28988,8548,Car Loan,2919465,9.41,48657.75,DEFAULT
28989,31653,Car Loan,3031965,8.27,50532.75,CLOSED
28990,18968,Personal Loan,4547772,9.74,75796.2,CLOSED
28991,19385,Car Loan,2708098,14.65,45134.97,ACTIVE
28992,30294,Home Loan,3817354,10.9,63622.57,CLOSED
28993,8445,Car Loan,491565,14.61,8192.75,DEFAULT
28994,26517,Personal Loan,2416553,11.12,40275.88,DEFAULT
28995,45818,Personal Loan,623267,14.8,10387.78,CLOSED
28996,25946,Personal Loan,4186444,7.68,69774.07,ACTIVE
28997,14272,Personal Loan,621950,10.73,10365.83,DEFAULT
28998,48393,Personal Loan,4370560,9.51,72842.67,CLOSED
28999,16964,Home Loan,4957901,8.88,82631.68,DEFAULT
29000,13985,Home Loan,2202622,7.39,36710.37,DEFAULT
29001,5629,Personal Loan,2591834,7.5,43197.23,ACTIVE
29002,43108,Car Loan,4285366,8.66,71422.77,DEFAULT
29003,14396,Car Loan,414627,13.61,6910.45,CLOSED
29004,19781,Home Loan,2169433,14.59,36157.22,DEFAULT
29005,4292,Home Loan,1328721,10.25,22145.35,DEFAULT
29006,18386,Home Loan,4353342,12.93,72555.7,CLOSED
29007,24660,Home Loan,2350037,14.33,39167.28,CLOSED
29008,31405,Personal Loan,4201263,12.55,70021.05,DEFAULT
29009,1804,Home Loan,4468506,11.71,74475.1,ACTIVE
29010,23285,Personal Loan,1851244,11.99,30854.07,ACTIVE
29011,26161,Personal Loan,3083416,12.22,51390.27,DEFAULT
29012,295,Personal Loan,3411783,10.55,56863.05,CLOSED
29013,13181,Home Loan,175929,10.59,2932.15,DEFAULT
29014,35605,Home Loan,3039363,9.1,50656.05,CLOSED
29015,7133,Car Loan,3844948,14.5,64082.47,DEFAULT
29016,8334,Car Loan,135745,7.07,2262.42,ACTIVE
29017,41284,Personal Loan,4136318,7.71,68938.63,DEFAULT
29018,34237,Car Loan,3386911,14.76,56448.52,CLOSED
29019,7117,Car Loan,3362299,10.51,56038.32,ACTIVE
29020,13989,Car Loan,227572,13.63,3792.87,ACTIVE
29021,40151,Car Loan,2983064,10.48,49717.73,DEFAULT
29022,45311,Car Loan,2661033,8.53,44350.55,DEFAULT
29023,8608,Personal Loan,2171455,9.56,36190.92,ACTIVE
29024,15668,Car Loan,2392889,10.49,39881.48,ACTIVE
29025,29015,Home Loan,4869601,13.22,81160.02,DEFAULT
29026,46500,Home Loan,3966912,8.99,66115.2,CLOSED
29027,4485,Personal Loan,1105412,9.51,18423.53,CLOSED
29028,29894,Car Loan,3349496,7.55,55824.93,DEFAULT
29029,22691,Car Loan,232742,14.22,3879.03,CLOSED
29030,43088,Home Loan,1724516,8.74,28741.93,DEFAULT
29031,25069,Home Loan,3101847,13.54,51697.45,CLOSED
29032,34088,Home Loan,4009872,9.3,66831.2,CLOSED
29033,43336,Home Loan,3380156,14.69,56335.93,DEFAULT
29034,15461,Car Loan,2811839,13.4,46863.98,ACTIVE
29035,23926,Personal Loan,4805935,11.59,80098.92,CLOSED
29036,1511,Car Loan,4940725,10.09,82345.42,CLOSED
29037,39343,Car Loan,1564795,9.13,26079.92,CLOSED
29038,45952,Personal Loan,3556593,7.61,59276.55,ACTIVE
29039,30309,Personal Loan,2107748,12.38,35129.13,ACTIVE
29040,9441,Home Loan,171315,12.32,2855.25,CLOSED
29041,36168,Home Loan,4686387,10.42,78106.45,ACTIVE
29042,47985,Car Loan,4407964,8.43,73466.07,DEFAULT
29043,5218,Car Loan,3430928,13.2,57182.13,ACTIVE
29044,16389,Personal Loan,868702,13.13,14478.37,ACTIVE
29045,5441,Home Loan,349433,10.87,5823.88,ACTIVE
29046,39076,Car Loan,2787101,14.97,46451.68,CLOSED
29047,47750,Home Loan,4852899,14.35,80881.65,CLOSED
29048,16675,Personal Loan,87899,8.25,1464.98,ACTIVE
29049,21450,Home Loan,4251116,9.66,70851.93,DEFAULT
29050,36377,Car Loan,366155,10.6,6102.58,DEFAULT
29051,46177,Home Loan,1086095,14.45,18101.58,DEFAULT
29052,44187,Car Loan,4758754,11.69,79312.57,CLOSED
29053,7499,Car Loan,1905044,12.65,31750.73,CLOSED
29054,6991,Personal Loan,569666,12.64,9494.43,ACTIVE
29055,24888,Car Loan,4621629,9.81,77027.15,CLOSED
29056,5509,Personal Loan,3969552,12.14,66159.2,CLOSED
29057,24532,Personal Loan,1031077,12.2,17184.62,ACTIVE
29058,45419,Personal Loan,3808589,12.35,63476.48,CLOSED
29059,31897,Personal Loan,1972344,9.99,32872.4,DEFAULT
29060,49466,Car Loan,3731367,7.24,62189.45,ACTIVE
29061,20523,Car Loan,2346130,14.44,39102.17,CLOSED
29062,9754,Home Loan,334511,11.76,5575.18,CLOSED
29063,7495,Home Loan,95491,7.54,1591.52,DEFAULT
29064,41667,Home Loan,4176186,14.34,69603.1,CLOSED
29065,4365,Home Loan,4987389,12.98,83123.15,ACTIVE
29066,12337,Personal Loan,2079224,13.51,34653.73,CLOSED
29067,11073,Home Loan,2606646,12.08,43444.1,ACTIVE
29068,11843,Personal Loan,3086846,8.42,51447.43,CLOSED
29069,27043,Home Loan,4452933,13.06,74215.55,ACTIVE
29070,14200,Car Loan,1960506,12.83,32675.1,ACTIVE
29071,36858,Personal Loan,4603110,14.44,76718.5,ACTIVE
29072,21745,Home Loan,3716399,10.05,61939.98,DEFAULT
29073,27832,Home Loan,2379151,10.48,39652.52,CLOSED
29074,219,Personal Loan,4373981,10.61,72899.68,ACTIVE
29075,43385,Car Loan,3267242,13.99,54454.03,DEFAULT
29076,7506,Personal Loan,730274,8.9,12171.23,CLOSED
29077,28593,Home Loan,1031730,10.77,17195.5,ACTIVE
29078,20478,Personal Loan,2471349,14.43,41189.15,CLOSED
29079,909,Home Loan,228926,12.99,3815.43,DEFAULT
29080,153,Home Loan,686296,10.42,11438.27,CLOSED
29081,20610,Personal Loan,2972696,14.96,49544.93,DEFAULT
29082,19964,Home Loan,1273786,8.94,21229.77,DEFAULT
29083,44266,Personal Loan,189635,12.51,3160.58,CLOSED
29084,46468,Car Loan,1562359,12.51,26039.32,DEFAULT
29085,41881,Home Loan,4535331,7.17,75588.85,ACTIVE
29086,21693,Personal Loan,4237622,11.89,70627.03,DEFAULT
29087,42561,Personal Loan,2955939,7.83,49265.65,CLOSED
29088,40704,Personal Loan,3322592,10.46,55376.53,CLOSED
29089,33355,Home Loan,4252658,13.07,70877.63,DEFAULT
29090,37385,Car Loan,1723084,13.33,28718.07,CLOSED
29091,32938,Home Loan,4782464,7.04,79707.73,CLOSED
29092,32374,Home Loan,91772,9.16,1529.53,DEFAULT
29093,22973,Personal Loan,2113809,14.71,35230.15,CLOSED
29094,26812,Personal Loan,2619838,7.31,43663.97,DEFAULT
29095,27239,Car Loan,1764923,11.29,29415.38,CLOSED
29096,30290,Home Loan,4190390,10.31,69839.83,DEFAULT
29097,41522,Personal Loan,3629882,12.75,60498.03,DEFAULT
29098,49247,Home Loan,1381404,13.86,23023.4,ACTIVE
29099,43192,Car Loan,4392598,8.56,73209.97,CLOSED
29100,40788,Home Loan,2708449,9.01,45140.82,ACTIVE
29101,4515,Home Loan,3494768,11.84,58246.13,ACTIVE
29102,33929,Personal Loan,4457237,9.12,74287.28,ACTIVE
29103,1221,Home Loan,2274899,12.33,37914.98,CLOSED
29104,7689,Personal Loan,4628895,7.46,77148.25,DEFAULT
29105,23912,Home Loan,434345,14.16,7239.08,DEFAULT
29106,25102,Personal Loan,3656680,11.78,60944.67,CLOSED
29107,48460,Car Loan,1137909,7.5,18965.15,ACTIVE
29108,14182,Personal Loan,2977226,11.04,49620.43,DEFAULT
29109,5113,Personal Loan,1256610,7.98,20943.5,ACTIVE
29110,2224,Home Loan,896752,12.39,14945.87,ACTIVE
29111,36282,Car Loan,1350088,11.15,22501.47,DEFAULT
29112,49835,Car Loan,3314626,12.91,55243.77,ACTIVE
29113,11439,Home Loan,1979799,14.98,32996.65,DEFAULT
29114,29783,Home Loan,113684,12.37,1894.73,DEFAULT
29115,35833,Personal Loan,800414,12.91,13340.23,ACTIVE
29116,2854,Personal Loan,3112958,11.75,51882.63,ACTIVE
29117,35609,Home Loan,3761393,8.15,62689.88,CLOSED
29118,34285,Home Loan,355464,13.9,5924.4,DEFAULT
29119,4657,Home Loan,813882,14.96,13564.7,CLOSED
29120,32971,Car Loan,4945852,9.51,82430.87,ACTIVE
29121,11598,Home Loan,1122602,11.87,18710.03,ACTIVE
29122,39970,Car Loan,4329414,8.27,72156.9,DEFAULT
29123,43666,Personal Loan,2462392,9.38,41039.87,DEFAULT
29124,8757,Car Loan,4577861,13.23,76297.68,DEFAULT
29125,17297,Car Loan,1393808,13.07,23230.13,DEFAULT
29126,2904,Home Loan,2974303,14.72,49571.72,DEFAULT
29127,27346,Personal Loan,1888215,8.01,31470.25,ACTIVE
29128,37671,Car Loan,624121,11.3,10402.02,ACTIVE
29129,26624,Home Loan,3075293,12.24,51254.88,DEFAULT
29130,18842,Personal Loan,3677273,8.34,61287.88,DEFAULT
29131,18319,Personal Loan,4842832,7.42,80713.87,ACTIVE
29132,48179,Personal Loan,160645,9.54,2677.42,DEFAULT
29133,28427,Personal Loan,2531529,9.68,42192.15,DEFAULT
29134,19214,Personal Loan,4681285,14.66,78021.42,ACTIVE
29135,24867,Car Loan,3204934,13.05,53415.57,ACTIVE
29136,31721,Car Loan,1316363,12.2,21939.38,DEFAULT
29137,48103,Personal Loan,1022297,13.88,17038.28,ACTIVE
29138,36190,Home Loan,4693350,9.21,78222.5,DEFAULT
29139,40581,Home Loan,2552725,10.65,42545.42,ACTIVE
29140,30041,Home Loan,996131,13.32,16602.18,CLOSED
29141,16070,Car Loan,1173143,10.88,19552.38,ACTIVE
29142,2356,Personal Loan,259250,12.09,4320.83,CLOSED
29143,27707,Home Loan,2614268,11.28,43571.13,CLOSED
29144,11861,Personal Loan,4249042,13.38,70817.37,ACTIVE
29145,2783,Car Loan,1927364,9.08,32122.73,ACTIVE
29146,1030,Car Loan,1062105,10.75,17701.75,DEFAULT
29147,42953,Car Loan,1863490,12.75,31058.17,DEFAULT
29148,10587,Car Loan,4656536,11.51,77608.93,CLOSED
29149,38495,Personal Loan,3089384,13.92,51489.73,DEFAULT
29150,14399,Personal Loan,2047981,14.47,34133.02,DEFAULT
29151,20425,Personal Loan,998300,12.29,16638.33,DEFAULT
29152,6878,Personal Loan,4152644,11.34,69210.73,ACTIVE
29153,30344,Car Loan,225976,11.55,3766.27,CLOSED
29154,44110,Car Loan,625576,9.52,10426.27,DEFAULT
29155,28230,Personal Loan,4728392,13.65,78806.53,DEFAULT
29156,14996,Home Loan,4843534,13.4,80725.57,DEFAULT
29157,35679,Personal Loan,4663227,13.87,77720.45,DEFAULT
29158,13091,Personal Loan,2936090,10.14,48934.83,DEFAULT
29159,33412,Car Loan,903613,7.23,15060.22,CLOSED
29160,25188,Personal Loan,1288265,9.54,21471.08,DEFAULT
29161,34380,Car Loan,1456886,9.31,24281.43,CLOSED
29162,28022,Personal Loan,3750794,14.64,62513.23,CLOSED
29163,21071,Personal Loan,1691949,14.44,28199.15,ACTIVE
29164,39136,Home Loan,2717585,14.01,45293.08,CLOSED
29165,18659,Car Loan,4312093,11.07,71868.22,ACTIVE
29166,4769,Home Loan,2591521,14.44,43192.02,DEFAULT
29167,26197,Personal Loan,2204040,12.28,36734.0,CLOSED
29168,21665,Personal Loan,2260199,9.88,37669.98,DEFAULT
29169,36924,Car Loan,4601458,14.03,76690.97,CLOSED
29170,31868,Car Loan,717088,7.22,11951.47,DEFAULT
29171,23642,Home Loan,2716687,8.04,45278.12,ACTIVE
29172,9175,Personal Loan,1426160,14.79,23769.33,ACTIVE
29173,28564,Personal Loan,1282433,8.91,21373.88,CLOSED
29174,11599,Car Loan,508183,10.95,8469.72,ACTIVE
29175,29421,Car Loan,964447,12.98,16074.12,ACTIVE
29176,27431,Car Loan,770836,14.81,12847.27,CLOSED
29177,44690,Personal Loan,4697086,10.16,78284.77,DEFAULT
29178,43271,Car Loan,3426391,9.44,57106.52,CLOSED
29179,8242,Personal Loan,1286186,13.01,21436.43,CLOSED
29180,42608,Car Loan,3844735,9.99,64078.92,DEFAULT
29181,42359,Home Loan,4941746,7.85,82362.43,ACTIVE
29182,21597,Personal Loan,2219960,13.63,36999.33,DEFAULT
29183,23920,Personal Loan,3568008,7.29,59466.8,DEFAULT
29184,25137,Car Loan,3592540,8.39,59875.67,ACTIVE
29185,16579,Car Loan,1368710,9.1,22811.83,CLOSED
29186,20264,Home Loan,3487022,13.8,58117.03,ACTIVE
29187,10564,Personal Loan,3442949,8.16,57382.48,DEFAULT
29188,30378,Personal Loan,478233,10.26,7970.55,CLOSED
29189,27043,Personal Loan,3225567,14.23,53759.45,DEFAULT
29190,6303,Home Loan,2044270,8.82,34071.17,ACTIVE
29191,36348,Personal Loan,3509557,7.39,58492.62,DEFAULT
29192,13839,Personal Loan,1426455,8.36,23774.25,DEFAULT
29193,25696,Car Loan,3558797,10.24,59313.28,ACTIVE
29194,35369,Personal Loan,1579409,13.42,26323.48,CLOSED
29195,5850,Home Loan,4807723,10.48,80128.72,ACTIVE
29196,1958,Car Loan,432291,9.5,7204.85,DEFAULT
29197,45168,Home Loan,2313827,8.32,38563.78,DEFAULT
29198,39313,Car Loan,4836372,11.71,80606.2,CLOSED
29199,43179,Personal Loan,3282747,11.5,54712.45,CLOSED
29200,5631,Personal Loan,1318596,12.89,21976.6,DEFAULT
29201,36260,Home Loan,395588,14.35,6593.13,ACTIVE
29202,47868,Car Loan,525938,10.57,8765.63,DEFAULT
29203,16327,Personal Loan,3170988,7.2,52849.8,CLOSED
29204,8449,Car Loan,3639823,8.93,60663.72,DEFAULT
29205,1352,Car Loan,1183702,14.75,19728.37,ACTIVE
29206,26821,Car Loan,2924820,10.98,48747.0,DEFAULT
29207,43014,Home Loan,1619479,12.68,26991.32,DEFAULT
29208,1942,Car Loan,3058351,7.96,50972.52,ACTIVE
29209,35298,Car Loan,2001161,7.26,33352.68,ACTIVE
29210,12885,Home Loan,4318993,10.02,71983.22,DEFAULT
29211,6367,Car Loan,365602,8.42,6093.37,DEFAULT
29212,21199,Personal Loan,134002,14.12,2233.37,ACTIVE
29213,14203,Home Loan,3091641,13.94,51527.35,ACTIVE
29214,20559,Personal Loan,3072273,8.66,51204.55,DEFAULT
29215,4674,Home Loan,1927448,9.19,32124.13,ACTIVE
29216,46224,Car Loan,2309294,11.05,38488.23,CLOSED
29217,170,Personal Loan,54815,13.52,913.58,CLOSED
29218,7869,Home Loan,3202224,7.98,53370.4,CLOSED
29219,10801,Personal Loan,2254774,14.24,37579.57,ACTIVE
29220,42553,Personal Loan,3798759,13.14,63312.65,CLOSED
29221,29312,Home Loan,1487360,14.83,24789.33,DEFAULT
29222,48822,Personal Loan,4853597,12.54,80893.28,DEFAULT
29223,21374,Personal Loan,1735675,11.02,28927.92,DEFAULT
29224,13336,Personal Loan,1769306,12.63,29488.43,ACTIVE
29225,16015,Car Loan,567573,7.97,9459.55,ACTIVE
29226,4364,Home Loan,4494575,7.47,74909.58,DEFAULT
29227,4192,Personal Loan,377825,12.04,6297.08,CLOSED
29228,33047,Personal Loan,2446304,12.41,40771.73,DEFAULT
29229,40789,Home Loan,3024659,12.97,50410.98,DEFAULT
29230,22269,Car Loan,3095287,8.15,51588.12,ACTIVE
29231,48982,Car Loan,2366396,11.03,39439.93,DEFAULT
29232,3471,Car Loan,900346,14.04,15005.77,ACTIVE
29233,28314,Car Loan,4383161,12.68,73052.68,CLOSED
29234,15422,Car Loan,2067718,8.2,34461.97,ACTIVE
29235,20558,Car Loan,2484238,11.33,41403.97,DEFAULT
29236,26920,Home Loan,4610629,7.72,76843.82,ACTIVE
29237,14316,Home Loan,3361883,7.47,56031.38,CLOSED
29238,4919,Car Loan,4854244,9.31,80904.07,CLOSED
29239,47727,Personal Loan,4863664,7.89,81061.07,CLOSED
29240,25,Car Loan,2417624,14.0,40293.73,ACTIVE
29241,34765,Personal Loan,1656221,11.74,27603.68,CLOSED
29242,5004,Car Loan,912593,12.29,15209.88,DEFAULT
29243,10145,Personal Loan,2441699,10.95,40694.98,ACTIVE
29244,34722,Personal Loan,4937864,14.18,82297.73,DEFAULT
29245,35846,Personal Loan,3678482,12.44,61308.03,CLOSED
29246,34220,Car Loan,591403,9.59,9856.72,DEFAULT
29247,147,Home Loan,3233080,9.78,53884.67,CLOSED
29248,43267,Home Loan,1426227,11.06,23770.45,ACTIVE
29249,32361,Personal Loan,2953829,7.6,49230.48,ACTIVE
